#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 581: Lindsay, MT
# 
# Data items provided in this file:
#
# Element Name                   Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment        Value       None           Day                N/A        Inches               N/A           PRCP          Total precipitation                                      
# Relative Humidity              Value       Mean           Day                Hourly     Percent              N/A           RHUM          Relative humidity                                        
# Wind Speed Maximum             Value       Max            Day                Hourly     Miles/hour           N/A           WSPDX         Maximum wind speed                                       
# Wind Speed Average             Value       Mean           Day                Hourly     Miles/hour           N/A           WSPDV         Average wind speed                                       
# Solar Radiation Average        Value       Mean           Day                Hourly     Watts/meter squared  N/A           SRADV         Average solar radiation                                  
# Solar Radiation/langley Total  Value       None           Day                N/A        Langleys             N/A           LRADT         Total solar radiation                                    
# Vapor Pressure - Partial       Value       Mean           Day                Hourly     Inches hg            N/A           PVPV          Partial vapor pressure                                   
# Vapor Pressure - Saturated     Value       Mean           Day                Hourly     Inches hg            N/A           SVPV          Saturated vapor pressure                                 
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -2            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -4            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -8            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -20           SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -40           SMS           Percent volumetric soil moisture                         
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -2            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -4            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -8            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -20           STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -40           STO           Observed soil temperature                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lindsay (581) 
# Montana  SCAN Site - 2871 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 18, 2023 3:12:17 AM GMT-08:00
#
Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
1991-09-30,581,,,,,,,,0.00,,,,,,,,,,,,
1991-10-01,581,,,0.00,56.00,16.4,,,0.00,,,,,,,,,,,,
1991-10-02,581,,,0.10,88.00,28.8,,,0.00,,,,,,,,,,,,
1991-10-03,581,,,0.00,89.00,26.1,,,0.00,,,,,,,,,,,,
1991-10-04,581,,,0.00,96.00,23.7,,,0.00,,,,,,,,,,,,
1991-10-05,581,,,0.00,80.00,31.7,,,0.00,,,,,,,,,,,,
1991-10-06,581,,,0.00,80.00,13.3,,,0.00,,,,,,,,,,,,
1991-10-07,581,,,0.20,59.00,17.2,,,0.00,,,,,,,,,,,,
1991-10-08,581,,,0.00,59.00,29.7,,,0.00,,,,,,,,,,,,
1991-10-09,581,,,0.00,51.00,17.6,,,0.00,,,,,,,,,,,,
1991-10-10,581,,,0.00,34.00,19.4,,,0.00,,,,,,,,,,,,
1991-10-11,581,,,0.00,53.00,28.1,,,0.10,,,,,,,,,,,,
1991-10-12,581,,,0.00,58.00,18.5,,,0.10,,,,,,,,,,,,
1991-10-13,581,,,0.00,65.00,46.5,,,0.10,,,,,,,,,,,,
1991-10-14,581,,,0.00,80.00,50.6,,,0.10,,,,,,,,,,,,
1991-10-15,581,,,0.00,78.50,34.1,,,0.10,,,,,,,,,,,,
1991-10-16,581,,,0.00,36.00,31.3,,,0.10,,,,,,,,,,,,
1991-10-17,581,,,0.00,48.00,53.2,,,0.10,,,,,,,,,,,,
1991-10-18,581,,,0.00,83.00,47.1,,,0.00,,,,,,,,,,,,
1991-10-19,581,,,0.00,41.00,26.7,,,0.00,,,,,,,,,,,,
1991-10-20,581,,,0.00,53.00,27.2,,,0.00,,,,,,,,,,,,
1991-10-21,581,,,0.00,58.00,29.3,,,0.00,,,,,,,,,,,,
1991-10-22,581,,,0.00,65.00,26.4,,,0.00,,,,,,,,,,,,
1991-10-23,581,,,0.00,82.00,46.8,,,0.20,,,,,,,,,,,,
1991-10-24,581,,,0.00,100.00,11.6,,,0.10,,,,,,,,,,,,
1991-10-25,581,,,0.00,96.00,16.9,,,0.00,,,,,,,,,,,,
1991-10-26,581,,,0.00,85.00,17.9,,,0.00,,,,,,,,,,,,
1991-10-27,581,,,0.10,100.00,22.5,,,0.00,,,,,,,,,,,,
1991-10-28,581,,,0.00,94.00,43.1,,,0.30,,,,,,,,,,,,
1991-10-29,581,,,0.00,86.00,28.7,,,0.20,,,,,,,,,,,,
1991-10-30,581,,,0.00,98.00,29.7,,,0.20,,,,,,,,,,,,
1991-10-31,581,,,0.00,91.00,16.4,,,0.00,,,,,,,,,,,,
1991-11-01,581,,,0.00,96.00,44.2,,,0.00,,,,,,,,,,,,
1991-11-02,581,,,0.00,92.00,35.7,,,0.00,,,,,,,,,,,,
1991-11-03,581,,,0.00,93.00,32.9,,,0.00,,,,,,,,,,,,
1991-11-04,581,,,0.10,70.00,23.1,,,0.00,,,,,,,,,,,,
1991-11-05,581,,,0.00,99.00,38.2,,,0.00,,,,,,,,,,,,
1991-11-06,581,,,0.00,93.00,42.8,,,0.00,,,,,,,,,,,,
1991-11-07,581,,,0.00,96.00,13.7,,,0.00,,,,,,,,,,,,
1991-11-08,581,,,0.00,97.00,19.1,,,0.00,,,,,,,,,,,,
1991-11-09,581,,,0.00,100.00,25.5,,,,,,,,,,,,,,,
1991-11-10,581,,,0.00,,,,,0.00,,,,,,,,,,,,
1991-11-11,581,,,0.00,84.00,0.0,,,,,,,,,,,,,,,
1991-11-12,581,,,0.00,,,,,,,,,,,,,,,,,
1991-11-13,581,,,0.00,91.00,0.0,,,0.00,,,,,,,,,,,,
1991-11-14,581,,,0.00,81.00,0.0,,,0.00,,,,,,,,,,,,
1991-11-15,581,,,0.00,100.00,0.0,,,0.00,,,,,,,,,,,,
1991-11-16,581,,,0.00,88.00,0.0,,,0.10,,,,,,,,,,,,
1991-11-17,581,,,0.00,98.00,24.4,,,0.00,,,,,,,,,,,,
1991-11-18,581,,,0.00,73.00,26.4,,,0.00,,,,,,,,,,,,
1991-11-19,581,,,0.00,75.00,27.0,,,0.10,,,,,,,,,,,,
1991-11-20,581,,,0.00,66.00,29.4,,,0.00,,,,,,,,,,,,
1991-11-21,581,,,0.00,75.00,25.9,,,,,,,,,,,,,,,
1991-11-22,581,,,0.00,,,,,,,,,,,,,,,,,
1991-11-23,581,,,0.00,,,,,,,,,,,,,,,,,
1991-11-24,581,,,0.00,,,,,0.00,,,,,,,,,,,,
1991-11-25,581,,,0.00,100.00,0.0,,,0.10,,,,,,,,,,,,
1991-11-26,581,,,0.00,100.00,27.3,,,,,,,,,,,,,,,
1991-11-27,581,,,0.00,,,,,0.00,,,,,,,,,,,,
1991-11-28,581,,,0.20,94.00,0.0,,,,,,,,,,,,,,,
1991-11-29,581,,,0.00,,,,,0.00,,,,,,,,,,,,
1991-11-30,581,,,0.00,86.00,0.0,,,0.00,,,,,,,,,,,,
1991-12-01,581,,,0.00,73.00,69.9,,,0.00,,,,,,,,,,,,
